#,After Over Runs,Ball Number,Batsman Changed,Batsman Score,Deliveries Faced,Boundries,Extra Type,Innings,Is Free Hit,Runs Conceded,Outcome of Delivery,OutcomeCategory,Over Number,Partnership,Partnership Deliveries,PartnershipStage,Partneship Runs,Power Play,Previous Over Runs,Stage,Runs in the over,Wicket in the Same Over,Wickets,Gendar,Type,Outcome of Delivery - PLS,Batsman - Boundries - Cat,Batsman - Deliveries Faced - Cat,Batsman - Score - CAT,Batsman - Strike Rate,Batsman Strike Rate - Cat,Bolwer - Runs Conceded- Cat,Bowler - Economy,Bowler - Economy - Cat,Bowler - Wickets-Cat,Bowler Overs,Partnership Deliveries - Cat,Partnership Runs - Cat,Partnership Strike Rate,Partnership Strike Rate - Cat,Previous Over Runs - Cat,Runs in the Over - Cat
924,3,4,"",23,31,0,Wide,2,"",14,1,Less Impact,11,3,13,Frontline,9,No,5,MiddleOvers,3,No,0,Female,International,1,Low,Medium,Middle,74.19354839,Low,Medium,3.5,Low,No Wickets,4,Low,Low,69.23076923,Low,Low,Low
925,9,5,"",2,3,0,Wide,2,"",11,1,Less Impact,14,4,6,Tailend,9,No,6,MiddleOvers,8,No,0,Female,International,1,Low,Low,Low,66.66666667,Low,Medium,5.5,Low,No Wickets,2,Low,Low,150,Medium,Low,Medium
926,,6,"",13,14,0,Wide,2,"",19,1,Less Impact,20,8,2,MiddleOrder,4,No,7,EndOvers,6,Yes,1,Female,International,1,Low,Medium,Low,92.85714286,Low,Medium,4.75,Low,Low,4,Low,Low,200,High,Medium,Low
927,3,1,"",7,13,0,Wide,1,"",5,0,No Impact,8,3,27,Frontline,21,No,3,MiddleOvers,5,No,0,Female,International,0,Low,Medium,Low,53.84615385,Low,Low,5,Low,No Wickets,1,Low,Low,77.77777778,Low,Low,Low
928,9,1,"",5,4,0,Wide,1,"",7,0,No Impact,17,5,7,Tailend,12,No,5,EndOvers,10,No,0,Female,International,0,Low,Low,Low,125,Medium,Low,2.333333333,Low,No Wickets,3,Low,Low,171.4285714,Medium,Low,Medium
929,9,3,"",10,15,1,Wide,2,"",5,1,Less Impact,5,1,29,Frontline,20,Yes,5,PowerPlay,5,No,0,Female,International,1,Low,Medium,Low,66.66666667,Low,Low,5,Low,No Wickets,1,Low,Low,68.96551724,Low,Low,Low
930,13,5,"",22,17,5,Wide,2,"",8,1,Less Impact,7,2,4,Frontline,2,No,9,MiddleOvers,2,Yes,1,Female,International,1,Medium,Medium,Middle,129.4117647,Medium,Low,4,Low,Low,2,Low,Low,50,Low,Medium,Low
931,8,2,"",33,22,7,Wide,2,"",22,0,No Impact,8,2,10,Frontline,16,No,3,MiddleOvers,13,No,0,Female,International,0,High,Medium,Middle,150,Medium,Medium,11,High,No Wickets,2,Low,Low,160,Medium,Low,High
932,3,4,"",7,10,0,Wide,2,"",18,1,Less Impact,11,2,28,Frontline,34,No,11,MiddleOvers,6,No,0,Female,International,1,Low,Low,Low,70,Low,Medium,6,Low,No Wickets,3,Low,Low,121.4285714,Medium,High,Low
933,4,3,"",24,17,4,Wide,1,"",4,4,High Impact,6,2,28,Frontline,32,Yes,9,PowerPlay,4,No,0,Female,International,4,Medium,Medium,Middle,141.1764706,Medium,Low,4,Low,No Wickets,1,Low,Low,114.2857143,Medium,Medium,Low
934,5,5,"",35,26,5,No,1,"",8,4,High Impact,9,2,46,Frontline,52,No,8,MiddleOvers,4,No,0,Female,International,4,Medium,Medium,Middle,134.6153846,Medium,Low,4,Low,No Wickets,2,Medium,Medium,113.0434783,Medium,Medium,Low
935,4,2,"",10,7,1,Wide,2,"",18,0,No Impact,3,2,8,Frontline,17,Yes,5,PowerPlay,13,No,0,Female,International,0,Low,Low,Low,142.8571429,Medium,Medium,9,Medium,No Wickets,2,Low,Low,212.5,High,Low,High
936,5,6,"",25,24,2,Wide,2,"",13,1,Less Impact,10,2,50,Frontline,76,No,7,MiddleOvers,13,No,0,Female,International,1,Medium,Medium,Middle,104.1666667,Medium,Medium,13,High,No Wickets,1,Medium,High,152,Medium,Medium,High
937,5,2,"",22,22,4,Wide,1,"",13,0,No Impact,6,1,28,Frontline,31,Yes,6,PowerPlay,8,No,0,Female,International,0,Medium,Medium,Middle,100,Low,Medium,6.5,Medium,No Wickets,2,Low,Low,110.7142857,Medium,Low,Medium
938,5,4,"",9,1,0,Wide,1,"",10,0,No Impact,19,8,1,MiddleOrder,0,No,10,EndOvers,4,Yes,0,Female,International,0,Low,Low,Low,900,High,Low,5,Low,No Wickets,2,Low,Low,0,Low,Medium,Low
939,3,6,"",1,3,0,Wide,2,"",2,0,No Impact,2,1,11,Frontline,5,Yes,3,PowerPlay,2,No,0,Female,International,0,Low,Low,Low,33.33333333,Low,Low,2,Low,No Wickets,1,Low,Low,45.45454545,Low,Low,Low
940,7,2,"",13,16,1,Wide,2,"",4,1,Less Impact,7,2,25,Frontline,30,No,11,MiddleOvers,3,No,0,Female,International,1,Low,Medium,Low,81.25,Low,Low,4,Low,No Wickets,1,Low,Low,120,Medium,High,Low
941,9,3,"",8,9,1,No,2,"",21,1,Less Impact,16,5,12,Tailend,13,No,4,EndOvers,8,No,0,Female,International,1,Low,Low,Low,88.88888889,Low,Medium,7,Medium,No Wickets,3,Low,Low,108.3333333,Medium,Low,Medium
942,4,3,"",1,2,0,Wide,1,"",3,1,Less Impact,2,1,11,Frontline,9,Yes,6,PowerPlay,3,No,0,Female,International,1,Low,Low,Low,50,Low,Low,3,Low,No Wickets,1,Low,Low,81.81818182,Low,Low,Low
943,4,2,"",18,20,2,Wide,1,"",10,1,Less Impact,10,4,32,Tailend,35,No,3,MiddleOvers,4,No,0,Female,International,1,Medium,Medium,Low,90,Low,Low,3.333333333,Low,No Wickets,3,Medium,Low,109.375,Medium,Low,Low
944,9,3,"",20,25,2,Wide,1,"",9,1,Less Impact,11,4,38,Tailend,39,No,5,MiddleOvers,3,No,0,Female,International,1,Medium,Medium,Low,80,Low,Low,4.5,Low,No Wickets,2,Medium,Low,102.6315789,Medium,Low,Low
945,9,1,"",0,2,0,Wide,1,"",11,0,No Impact,14,5,2,Tailend,0,No,6,MiddleOvers,2,Yes,3,Female,International,0,Low,Low,Low,0,Low,Medium,3.666666667,Low,,3,Low,Low,0,Low,Low,Low
946,4,5,"",5,6,1,Wide,1,"",18,1,Less Impact,15,5,8,Tailend,8,No,2,EndOvers,8,No,0,Female,International,1,Low,Low,Low,83.33333333,Low,Medium,6,Low,No Wickets,3,Low,Low,100,Low,Low,Medium
947,,2,"",0,0,0,No,1,"",21,1,Less Impact,20,7,0,MiddleOrder,0,No,6,EndOvers,10,Yes,4,Female,International,1,Low,Low,Low,NaN,Low,Medium,5.25,Low,Middle,4,Low,Low,NaN,Low,Low,Medium
948,11,2,"",29,31,3,Wide,2,"",16,0,No Impact,10,2,10,Frontline,11,No,3,MiddleOvers,8,Yes,0,Female,International,0,Medium,Medium,Middle,93.5483871,Low,Medium,8,Medium,No Wickets,2,Low,Low,110,Medium,Low,Medium
949,11,1,"",28,16,3,Wide,1,"",30,2,Medium Impact,16,5,5,Tailend,9,No,5,EndOvers,9,No,1,Female,International,2,Medium,Medium,Middle,175,Medium,Medium,10,Medium,Low,3,Low,Low,180,High,Low,Medium
950,9,2,"",37,21,4,No,1,"",26,1,Less Impact,17,5,11,Tailend,21,No,11,EndOvers,10,No,1,Female,International,1,Medium,Medium,Middle,176.1904762,High,Medium,6.5,Medium,Low,4,Low,Low,190.9090909,High,High,Medium
951,10,2,"",33,16,7,Wide,2,"",8,0,No Impact,4,1,23,Frontline,49,Yes,15,PowerPlay,8,No,0,Female,International,0,High,Medium,Middle,206.25,High,Low,8,Medium,No Wickets,1,Low,Medium,213.0434783,High,High,Medium
952,5,3,"",37,18,9,Wide,2,"",17,4,High Impact,5,1,29,Frontline,55,Yes,8,PowerPlay,6,No,0,Female,International,4,High,Medium,Middle,205.5555556,High,Medium,8.5,Medium,No Wickets,2,Low,Medium,189.6551724,High,Medium,Low
953,6,4,"",46,24,11,Wide,2,"",4,4,High Impact,7,1,41,Frontline,68,No,5,MiddleOvers,4,No,0,Female,International,4,High,Medium,Middle,191.6666667,High,Low,4,Low,No Wickets,1,Medium,Medium,165.8536585,Medium,Low,Low
954,11,5,"",17,21,2,Wide,2,"",14,1,Less Impact,9,1,53,Frontline,84,No,6,MiddleOvers,6,No,0,Female,International,1,Medium,Medium,Low,80.95238095,Low,Medium,7,Medium,No Wickets,2,High,High,158.490566,Medium,Low,Low
955,10,1,"",66,37,14,Wide,2,"",23,1,Less Impact,11,1,65,Frontline,104,No,11,MiddleOvers,8,No,0,Female,International,1,High,Medium,High,178.3783784,High,Medium,11.5,High,No Wickets,2,High,High,160,Medium,High,Medium
956,6,6,"",30,33,3,Wide,2,"",20,4,High Impact,13,1,77,Frontline,120,No,10,MiddleOvers,5,No,0,Female,International,4,Medium,Medium,Middle,90.90909091,Low,Medium,6.666666667,Medium,No Wickets,3,High,High,155.8441558,Medium,Medium,Low
957,7,2,"",16,17,2,Wide,1,"",29,1,Less Impact,13,5,21,Tailend,28,No,6,MiddleOvers,8,No,1,Male,International,1,Medium,Medium,Low,94.11764706,Low,Medium,9.66666667,Medium,Low,3,Low,Low,133.3333333,Medium,Low,Medium
958,14,6,"",47,36,6,Wide,1,"",20,2,Medium Impact,18,6,24,Tailend,42,No,14,EndOvers,12,No,0,Male,International,2,High,Medium,Middle,130.5555556,Medium,Medium,6.666666667,Medium,No Wickets,3,Low,Medium,175,Medium,High,High
959,4,3,"",0,2,0,Wide,2,"",11,2,Medium Impact,7,4,2,Tailend,0,No,7,MiddleOvers,2,Yes,1,Male,International,2,Low,Low,Low,0,Low,Medium,5.5,Low,Low,2,Low,Low,0,Low,Medium,Low
960,6,4,"",13,8,2,Wide,2,"",33,1,Less Impact,13,5,16,Tailend,35,No,8,MiddleOvers,20,No,1,Male,International,1,Medium,Low,Low,162.5,Medium,High,11,High,Low,3,Low,Low,218.75,High,Medium,High
961,7,1,"",22,17,3,Wide,2,"",6,1,Less Impact,15,5,28,Tailend,48,No,6,EndOvers,6,No,0,Male,International,1,Medium,Medium,Middle,129.4117647,Medium,Low,6,Low,No Wickets,1,Low,Medium,171.4285714,Medium,Low,Low
962,16,1,"",29,21,3,Wide,2,"",21,1,Less Impact,16,5,34,Tailend,55,No,6,EndOvers,6,No,1,Male,International,1,Medium,Medium,Middle,138.0952381,Medium,Medium,5.25,Low,Low,4,Medium,Medium,161.7647059,Medium,Low,Low
963,5,6,"",31,22,4,Wide,2,"",26,2,Medium Impact,17,5,40,Tailend,70,No,7,EndOvers,14,No,1,Male,International,2,Medium,Medium,Middle,140.9090909,Medium,Medium,8.666666667,Medium,Low,3,Medium,Medium,175,Medium,Medium,High
964,11,3,"",11,10,1,No,1,"",24,1,Less Impact,16,5,17,Tailend,24,No,6,EndOvers,13,No,0,Male,Franchaise,1,Low,Low,Low,110,Medium,Medium,8,Medium,No Wickets,3,Low,Low,141.1764706,Medium,Low,High
965,8,3,"",20,16,2,Wide,1,"",28,2,Medium Impact,17,5,23,Tailend,34,No,14,EndOvers,9,No,1,Male,Franchaise,2,Medium,Medium,Low,125,Medium,Medium,9.333333333,Medium,Low,3,Low,Low,147.826087,Medium,High,Medium
966,11,2,"",4,2,1,No,1,"",35,1,Less Impact,19,6,2,Tailend,4,No,8,EndOvers,10,Yes,1,Male,Franchaise,1,Low,Low,Low,200,High,High,8.75,Medium,Low,4,Low,Low,200,High,Medium,Medium
967,7,2,"",8,5,2,Wide,2,"",9,6,High Impact,1,1,5,Frontline,9,Yes,,PowerPlay,9,No,0,Male,Franchaise,6,Medium,Low,Low,160,Medium,Low,9,Medium,No Wickets,1,Low,Low,180,High,,Medium
968,19,4,"",17,17,3,Wide,1,"",10,1,Less Impact,5,2,10,Frontline,13,Yes,3,PowerPlay,10,No,0,Male,Franchaise,1,Medium,Medium,Low,100,Low,Low,10,Medium,No Wickets,1,Low,Low,130,Medium,Low,Medium
969,2,3,"",29,17,4,Wide,1,"",11,1,Less Impact,8,2,22,Frontline,48,No,4,MiddleOvers,11,No,0,Male,Franchaise,1,Medium,Medium,Middle,170.5882353,Medium,Medium,11,High,No Wickets,1,Low,Medium,218.1818182,High,Low,High
970,11,3,"",8,7,1,Wide,1,"",34,1,Less Impact,17,5,11,Tailend,14,No,9,EndOvers,5,No,1,Male,Franchaise,1,Low,Low,Low,114.2857143,Medium,High,11.33333333,High,Low,3,Low,Low,127.2727273,Medium,Medium,Low
971,14,5,"",10,11,1,Wide,1,"",14,6,High Impact,18,6,2,Tailend,4,No,6,EndOvers,5,Yes,2,Male,Franchaise,6,Low,Medium,Low,90.90909091,Low,Medium,4.666666667,Low,Low,3,Low,Low,200,High,Low,Low
972,6,4,"",21,9,3,No,1,"",25,0,No Impact,16,5,5,Tailend,8,No,19,EndOvers,9,No,0,Male,Franchaise,0,Medium,Low,Middle,233.3333333,High,Medium,6.25,Medium,No Wickets,4,Low,Low,160,Medium,High,Medium
973,14,2,"",4,6,1,Wide,2,"",7,0,No Impact,3,3,9,Frontline,11,Yes,6,PowerPlay,5,No,1,Male,Franchaise,0,Low,Low,Low,66.66666667,Low,Low,3.5,Low,Low,2,Low,Low,122.2222222,Medium,Low,Low
974,8,3,"",35,16,6,Wide,2,"",19,1,Less Impact,6,3,27,Frontline,53,Yes,8,PowerPlay,19,No,0,Male,Franchaise,1,High,Medium,Middle,218.75,High,Medium,19,High,No Wickets,1,Low,Medium,196.2962963,High,Medium,High
975,8,2,"",10,5,1,Wide,2,"",30,1,Less Impact,14,6,8,Tailend,15,No,5,MiddleOvers,11,No,0,Male,Franchaise,1,Low,Low,Low,200,High,Medium,10,Medium,No Wickets,3,Low,Low,187.5,High,Low,High
976,9,6,"",20,9,3,Wide,2,"",21,W,Negative,18,7,21,MiddleOrder,36,No,9,EndOvers,14,No,1,Male,Franchaise,-1,Medium,Low,Low,222.2222222,High,Medium,7,Medium,Low,3,Low,Low,171.4285714,Medium,Medium,High
977,11,5,"",4,4,1,No,1,"",5,1,Less Impact,2,2,7,Frontline,7,Yes,4,PowerPlay,6,No,0,Male,Franchaise,1,Low,Low,Low,100,Low,Low,5,Low,No Wickets,1,Low,Low,100,Low,Low,Low
978,15,2,"",15,11,2,Wide,1,"",11,W,Negative,4,2,17,Frontline,29,Yes,11,PowerPlay,11,No,0,Male,Franchaise,-1,Medium,Medium,Low,136.3636364,Medium,Medium,11,High,No Wickets,1,Low,Low,170.5882353,Medium,High,High
979,6,3,"",0,1,0,Wide,2,"",20,1,Less Impact,17,9,1,MiddleOrder,0,No,5,EndOvers,3,Yes,3,Male,Franchaise,1,Low,Low,Low,0,Low,Medium,6.666666667,Medium,,3,Low,Low,0,Low,Low,Low
980,5,1,"",25,28,3,Wide,1,"",13,4,High Impact,9,2,35,Frontline,38,No,4,MiddleOvers,4,No,0,Male,Franchaise,4,Medium,Medium,Middle,89.28571429,Low,Medium,6.5,Medium,No Wickets,2,Medium,Low,108.5714286,Medium,Low,Low
981,6,6,"",21,15,2,Wide,1,"",5,0,No Impact,10,2,41,Frontline,47,No,8,MiddleOvers,5,No,0,Male,Franchaise,0,Medium,Medium,Middle,140,Medium,Low,5,Low,No Wickets,1,Medium,Medium,114.6341463,Medium,Medium,Low
982,1,1,"",4,1,0,Wide,1,"",36,0,No Impact,18,6,1,Tailend,4,No,4,EndOvers,14,Yes,1,Male,Franchaise,0,Low,Low,Low,400,High,High,9,Medium,Low,4,Low,Low,400,High,Low,High
983,8,6,"",28,21,5,No,2,"",17,1,Less Impact,9,2,4,Frontline,8,No,3,MiddleOvers,8,Yes,1,Male,Franchaise,1,Medium,Medium,Middle,133.3333333,Medium,Medium,8.5,Medium,Low,2,Low,Low,200,High,Low,Medium
984,9,1,"",0,4,0,Wide,1,"",2,0,No Impact,1,1,5,Frontline,2,Yes,,PowerPlay,2,No,0,Male,Franchaise,0,Low,Low,Low,0,Low,Low,2,Low,No Wickets,1,Low,Low,40,Low,,Low
985,13,1,"",26,17,2,No,1,"",13,0,No Impact,15,4,33,Tailend,66,No,16,EndOvers,6,No,0,Male,Franchaise,0,Medium,Medium,Middle,152.9411765,Medium,Medium,4.333333333,Low,No Wickets,3,Medium,Medium,200,High,High,Low
986,11,2,"",4,2,1,Wide,1,"",26,0,No Impact,19,6,2,Tailend,4,No,6,EndOvers,13,Yes,1,Male,Franchaise,0,Low,Low,Low,200,High,Medium,6.5,Medium,Low,4,Low,Low,200,High,Low,High
987,5,6,"",1,2,0,Wide,2,"",2,0,No Impact,1,2,2,Frontline,2,Yes,,PowerPlay,3,Yes,1,Male,Franchaise,0,Low,Low,Low,50,Low,Low,2,Low,Low,1,Low,Low,100,Low,,Low
988,6,3,"",1,3,0,Wide,2,"",4,4,High Impact,3,3,3,Frontline,2,Yes,5,PowerPlay,2,Yes,2,Male,Franchaise,4,Low,Low,Low,33.33333333,Low,Low,2,Low,Low,2,Low,Low,66.66666667,Low,Low,Low
989,7,1,"",0,4,0,Wide,2,"",1,1,Less Impact,9,7,4,MiddleOrder,0,No,3,MiddleOvers,1,Yes,1,Male,Franchaise,1,Low,Low,Low,0,Low,Low,1,Low,Low,1,Low,Low,0,Low,Low,Low
990,15,2,"",6,21,0,Wide,2,"",10,W,Negative,13,7,28,MiddleOrder,17,No,1,MiddleOvers,4,Yes,2,Male,Franchaise,-1,Low,Medium,Low,28.57142857,Low,Low,3.333333333,Low,Low,3,Low,Low,60.71428571,Low,Low,Low
991,11,4,"",3,5,1,Wide,1,"",2,0,No Impact,2,1,11,Frontline,8,Yes,6,PowerPlay,2,No,0,Male,Franchaise,0,Low,Low,Low,60,Low,Low,2,Low,No Wickets,1,Low,Low,72.72727273,Low,Low,Low
992,3,1,"",11,19,1,No,1,"",4,6,High Impact,8,4,14,Tailend,10,No,5,MiddleOvers,4,No,0,Male,Franchaise,6,Low,Medium,Low,57.89473684,Low,Low,4,Low,No Wickets,1,Low,Low,71.42857143,Low,Low,Low
993,7,1,"",3,3,0,Wide,2,"",27,1,Less Impact,12,3,4,Frontline,4,No,12,MiddleOvers,10,Yes,0,Male,Franchaise,1,Low,Low,Low,100,Low,Medium,13.5,High,No Wickets,2,Low,Low,100,Low,High,Medium
994,6,2,"",10,10,1,Wide,2,"",26,0,No Impact,15,3,22,Frontline,24,No,10,EndOvers,2,No,0,Male,Franchaise,0,Low,Low,Low,100,Low,Medium,6.5,Medium,No Wickets,4,Low,Low,109.0909091,Medium,Medium,Low
995,12,4,"",12,6,2,Wide,2,"",27,0,No Impact,18,4,11,Tailend,19,No,13,EndOvers,6,No,1,Male,Franchaise,0,Medium,Low,Low,200,High,Medium,6.75,Medium,Low,4,Low,Low,172.7272727,Medium,High,Low
996,3,1,"",13,12,1,No,1,"",6,1,Less Impact,8,3,20,Frontline,30,No,16,MiddleOvers,6,No,0,Male,Franchaise,1,Low,Medium,Low,108.3333333,Medium,Low,6,Low,No Wickets,1,Low,Low,150,Medium,High,Low
997,1,5,"",0,1,0,Wide,1,"",10,0,No Impact,15,7,2,MiddleOrder,3,No,14,EndOvers,3,Yes,4,Male,Franchaise,0,Low,Low,Low,0,Low,Low,2.5,Low,Middle,4,Low,Low,150,Medium,High,Low
998,6,4,"",48,31,7,Wide,2,"",20,0,No Impact,9,2,37,Frontline,70,No,16,MiddleOvers,18,No,0,Male,Franchaise,0,High,Medium,Middle,154.8387097,Medium,Medium,10,Medium,No Wickets,2,Medium,Medium,189.1891892,High,High,High
999,11,3,"",85,44,12,Wide,1,"",31,2,Medium Impact,15,2,76,Frontline,119,No,23,EndOvers,12,No,0,Male,Franchaise,2,High,High,High,193.1818182,High,High,7.75,Medium,No Wickets,4,High,High,156.5789474,Medium,High,High
1000,14,4,"",21,17,1,Wide,1,"",11,0,No Impact,12,2,40,Frontline,68,No,5,MiddleOvers,9,No,1,Male,Franchaise,0,Low,Medium,Middle,123.5294118,Medium,Medium,5.5,Low,Low,2,Medium,Medium,170,Medium,Low,Medium
1001,3,3,"",14,15,2,No,2,"",15,1,Less Impact,6,2,26,Frontline,43,Yes,14,PowerPlay,3,No,0,Male,Franchaise,1,Medium,Medium,Low,93.33333333,Low,Medium,7.5,Medium,No Wickets,2,Low,Medium,165.3846154,Medium,High,Low
1002,8,2,"",16,17,2,Wide,2,"",2,0,No Impact,7,2,32,Frontline,47,No,4,MiddleOvers,2,No,0,Male,Franchaise,0,Medium,Medium,Low,94.11764706,Low,Low,2,Low,No Wickets,1,Medium,Medium,146.875,Medium,Low,Low
1003,12,4,"",12,12,7,Wide,2,"",38,0,No Impact,17,4,27,Tailend,38,No,15,EndOvers,8,No,0,Male,Franchaise,0,High,Medium,Low,100,Low,High,9.5,Medium,No Wickets,4,Low,Low,140.7407407,Medium,High,Medium
1004,7,5,"",15,15,1,Wide,1,"",16,1,Less Impact,12,5,3,Tailend,6,No,10,MiddleOvers,10,Yes,1,Male,Franchaise,1,Low,Medium,Low,100,Low,Medium,8,Medium,Low,2,Low,Low,200,High,Medium,Medium
1005,2,1,"",5,7,0,Wide,1,"",9,1,Less Impact,10,3,5,Frontline,5,No,3,MiddleOvers,5,No,1,Male,Franchaise,1,Low,Low,Low,71.42857143,Low,Low,4.5,Low,Low,2,Low,Low,100,Low,Low,Low
1006,14,3,"",38,24,5,Wide,1,"",28,1,Less Impact,17,3,47,Frontline,58,No,11,EndOvers,12,No,0,Male,Franchaise,1,Medium,Medium,Middle,158.3333333,Medium,Medium,9.333333333,Medium,No Wickets,3,Medium,Medium,123.4042553,Medium,High,High
1007,,5,"",53,34,7,Wide,1,"",40,1,Less Impact,20,4,7,Tailend,9,No,7,EndOvers,8,No,0,Male,Franchaise,1,High,Medium,High,155.8823529,Medium,High,10,Medium,No Wickets,4,Low,Low,128.5714286,Medium,Medium,Medium
1008,9,2,"",24,13,4,Wide,2,"",23,2,Medium Impact,5,1,29,Frontline,52,Yes,10,PowerPlay,14,No,0,Male,Franchaise,2,Medium,Medium,Middle,184.6153846,High,Medium,11.5,High,No Wickets,2,Low,Medium,179.3103448,High,Medium,High
1009,14,1,"",70,40,9,Wide,2,"",34,1,Less Impact,14,2,7,Frontline,21,No,6,MiddleOvers,19,No,0,Male,Franchaise,1,High,Medium,High,175,Medium,High,11.33333333,High,No Wickets,3,Low,Low,300,High,Low,High
1010,10,6,"",80,44,10,Wide,2,"",27,1,Less Impact,15,2,13,Frontline,35,No,20,EndOvers,13,No,0,Male,Franchaise,1,High,High,High,181.8181818,High,Medium,13.5,High,No Wickets,2,Low,Low,269.2307692,High,High,High
1011,4,1,"",25,17,4,Wide,1,"",18,0,No Impact,5,3,26,Frontline,34,Yes,8,PowerPlay,16,No,0,Male,Franchaise,0,Medium,Medium,Middle,147.0588235,Medium,Medium,9,Medium,No Wickets,2,Low,Low,130.7692308,Medium,Medium,High
1012,1,3,"",5,8,1,Wide,2,"",5,W,Negative,2,1,11,Frontline,7,Yes,2,PowerPlay,5,No,0,Male,Franchaise,-1,Low,Low,Low,62.5,Low,Low,5,Low,No Wickets,1,Low,Low,63.63636364,Low,Low,Low
1013,6,1,"",27,24,4,Wide,2,"",20,1,Less Impact,11,5,28,Tailend,33,No,12,MiddleOvers,5,No,0,Male,Franchaise,1,Medium,Medium,Middle,112.5,Medium,Medium,10,Medium,No Wickets,2,Low,Low,117.8571429,Medium,High,Low
1014,14,6,"",1,2,0,Wide,1,"",6,0,No Impact,2,1,11,Frontline,9,Yes,3,PowerPlay,6,No,0,Male,Franchaise,0,Low,Low,Low,50,Low,Low,6,Low,No Wickets,1,Low,Low,81.81818182,Low,Low,Low
1015,14,2,"",1,3,0,Wide,1,"",4,1,Less Impact,10,3,5,Frontline,4,No,4,MiddleOvers,4,No,0,Male,Franchaise,1,Low,Low,Low,33.33333333,Low,Low,4,Low,No Wickets,1,Low,Low,80,Low,Low,Low
1016,,5,"",1,2,0,Wide,1,"",41,1,Less Impact,20,6,3,Tailend,4,No,8,EndOvers,6,Yes,1,Male,Franchaise,1,Low,Low,Low,50,Low,High,10.25,High,Low,4,Low,Low,133.3333333,Medium,Medium,Low
1017,8,5,"",16,15,1,Wide,2,"",25,2,Medium Impact,13,7,28,MiddleOrder,34,No,10,MiddleOvers,4,No,2,Male,Franchaise,2,Low,Medium,Low,106.6666667,Medium,Medium,6.25,Medium,Low,4,Low,Low,121.4285714,Medium,Medium,Low
1018,3,6,"",25,22,2,Wide,2,"",21,W,Negative,16,8,1,MiddleOrder,1,No,11,EndOvers,5,Yes,2,Male,Franchaise,-1,Medium,Medium,Middle,113.6363636,Medium,Medium,7,Medium,Low,3,Low,Low,100,Low,High,Low
1019,2,1,"",33,15,7,Wide,1,"",13,0,No Impact,4,1,23,Frontline,37,Yes,5,PowerPlay,13,No,0,Male,Franchaise,0,High,Medium,Middle,220,High,Medium,13,High,No Wickets,1,Low,Low,160.8695652,Medium,Low,High
1020,14,4,"",14,15,1,Wide,1,"",20,1,Less Impact,18,6,19,Tailend,28,No,15,EndOvers,6,No,1,Male,Franchaise,1,Low,Medium,Low,93.33333333,Low,Medium,5,Low,Low,4,Low,Low,147.3684211,Medium,High,Low
1021,15,6,"",11,9,2,Wide,2,"",15,0,No Impact,3,1,17,Frontline,28,Yes,10,PowerPlay,9,No,0,Male,Franchaise,0,Medium,Low,Low,122.2222222,Medium,Medium,7.5,Medium,No Wickets,2,Low,Low,164.7058824,Medium,Medium,Medium
1022,11,1,"",5,7,0,Wide,2,"",14,0,No Impact,8,2,13,Frontline,22,No,5,MiddleOvers,14,No,0,Male,Franchaise,0,Low,Low,Low,71.42857143,Low,Medium,14,High,No Wickets,1,Low,Low,169.2307692,Medium,Low,High
1023,9,2,"",4,5,0,Wide,1,"",5,1,Less Impact,9,4,6,Tailend,6,No,9,MiddleOvers,5,No,0,Male,Franchaise,1,Low,Low,Low,80,Low,Low,5,Low,No Wickets,1,Low,Low,100,Low,Medium,Low
1024,16,3,"",11,15,0,Wide,2,"",11,1,Less Impact,5,1,29,Frontline,23,Yes,7,PowerPlay,4,No,0,Male,Franchaise,1,Low,Medium,Low,73.33333333,Low,Medium,3.666666667,Low,No Wickets,3,Low,Low,79.31034483,Low,Medium,Low
1025,4,6,"",19,13,3,Wide,2,"",8,4,High Impact,11,2,18,Frontline,28,No,10,MiddleOvers,9,No,0,Male,Franchaise,4,Medium,Medium,Low,146.1538462,Medium,Low,8,Medium,No Wickets,1,Low,Low,155.5555556,Medium,Medium,Medium
1026,5,4,"",25,17,4,Wide,2,"",12,W,Negative,12,2,24,Frontline,36,No,13,MiddleOvers,4,No,1,Male,Franchaise,-1,Medium,Medium,Middle,147.0588235,Medium,Medium,4,Low,Low,3,Low,Low,150,Medium,High,Low
1027,10,6,"",61,46,4,Wide,2,"",27,4,High Impact,17,4,8,Tailend,15,No,1,EndOvers,15,No,2,Male,Franchaise,4,Medium,High,High,132.6086957,Medium,Medium,6.75,Medium,Low,4,Low,Low,187.5,High,Low,High
1028,6,2,"",20,15,3,Wide,1,"",12,1,Less Impact,5,1,29,Frontline,45,Yes,20,PowerPlay,11,No,0,Male,Franchaise,1,Medium,Medium,Low,133.3333333,Medium,Medium,6,Low,No Wickets,2,Low,Medium,155.1724138,Medium,High,High
1029,4,3,"",1,2,0,Wide,1,"",7,0,No Impact,7,3,4,Frontline,7,No,5,MiddleOvers,7,Yes,1,Male,Franchaise,0,Low,Low,Low,50,Low,Low,7,Medium,Low,1,Low,Low,175,Medium,Low,Medium
1030,10,2,"",54,38,7,Wide,1,"",25,2,Medium Impact,12,4,25,Tailend,38,No,13,MiddleOvers,9,No,1,Male,Franchaise,2,High,Medium,High,142.1052632,Medium,Medium,8.333333333,Medium,Low,3,Low,Low,152,Medium,High,Medium
